YEAR,PAPER,DATE OF REPORT,DATE OF INCIDENT,LOCATION,HEADLINE,LINK
,,"January 13, 2018",,,"IG assures communities attacked by herdsmen in Benue, Nasarawa of protection",https://punchng.com/ig-assures-communities-attacked-by-herdsmen-in-benue-nasarawa-of-protection/
,,"January 13, 2018",,,Fake Buhari tweet on herdsmen in circulation – Presidency,https://punchng.com/fake-buhari-tweet-on-herdsmen-in-circulation-presidency/
,,"January 13, 2018",,,Kano constitutes team to check influx of herdsmen,https://punchng.com/kano-constitutes-team-to-check-influx-of-herdsmen/
,,"January 13, 2018",,,"Herdsmen are human beings, people should treat them with respect – Ribeji, Cattle breeders’ PRO",https://punchng.com/herdsmen-are-human-beings-people-should-treat-them-with-respect-ribeji-cattle-breeders-pro/
,,"January 12, 2018",,,"Herdsmen killing: I’ll not amend anti open grazing law, Benue gov says",https://punchng.com/herdsmen-killing-ill-not-amend-anti-open-grazing-law-benue-gov-says/
,,"January 12, 2018",,,Herdsmen’s atrocity killings and a nation at bay,https://punchng.com/herdsmens-atrocity-killings-and-a-nation-at-bay/
,,"January 12, 2018",,,Southern leaders ask FG to declare herdsmen terrorists,https://punchng.com/southern-leaders-ask-fg-to-declare-herdsmen-terrorists/
,,"January 12, 2018",,,NBA faults Buhari’s handling of herdsmen killings,https://punchng.com/nba-faults-buharis-handling-of-herdsmen-killings/
,,"January 11, 2018",,,Herdsmen killed over 756 in two years under Jonathan – Presidency,https://punchng.com/herdsmen-killed-over-756-in-two-years-under-jonathan-presidency/
,,"January 11, 2018",,,Herdsmen crisis: What’s at stake?,https://punchng.com/herdsmen-crisis-whats-at-stake/
,,"January 11, 2018",,,Death toll in Taraba herdsmen attack rises to 60,https://punchng.com/death-toll-in-taraba-herdsmen-attack-rises-to-60/
,,"January 11, 2018",,,Five herdsmen attacks that shocked Nigerians,https://punchng.com/five-herdsmen-attacks-that-shocked-nigerians/
,,"January 11, 2018",,,Nigerians on Twitter react to FG’s comment on herdsmen’s killing under Jonathan,https://punchng.com/nigerians-on-twitter-react-to-fgs-comment-on-herdsmens-killing-under-jonathan/
,,"January 11, 2018",,,"Killings by herdsmen: Soyinka lambasts FG, death toll in Taraba rises",https://punchng.com/killings-by-herdsmen-soyinka-lambasts-fg-death-toll-in-taraba-rises/
,,"January 11, 2018",,,PHOTOS: Benue holds memorial service for victims of herdsmen’s attack,https://punchng.com/breaking-photos-benue-holds-memorial-service-for-victims-of-herdsmens-attack/
,,"January 11, 2018",,,"IPOB tackles CNN, BBC others over herdsmen killings",https://punchng.com/ipob-tackles-cnn-bbc-others-over-herdsmen-killings/
,,"January 11, 2018",,,Fayose raises teams to foil herdsmen attack,https://punchng.com/fayose-raises-teams-to-foil-herdsmen-attack/
,,"January 10, 2018",,,"Herdsmen have declared war on Nigeria, says Wole Soyinka",https://punchng.com/herdsmen-have-declared-war-on-nigeria-says-wole-soyinka/
,,"January 10, 2018",,,Hypocrisy in tackling Fulani herdsmen terrorism,https://punchng.com/hypocrisy-in-tackling-fulani-herdsmen-terrorism/
,,"January 10, 2018",,"Awe, Keana and Doma Local Government Areas of Nasarawa State","Death toll hits 25 in Nasarawa’s herdsmen, farmers’ crisis",https://punchng.com/death-toll-hits-25-in-nasarawas-herdsmen-farmers-crisis/
,,"January 10, 2018",,,"Benue, Nasarawa govs disagree on killer herdsmen’s location",https://punchng.com/benue-nasarawa-govs-disagree-on-killer-herdsmens-location/
,,"January 9, 2018",,,Why Buhari will not act on Fulani herdsmen killings,https://punchng.com/why-buhari-will-not-act-on-fulani-herdsmen-killings/
,,"January 9, 2018",,,"[Updated] Benue: Death toll from herdsmen, farmers clashes reaches 80",https://punchng.com/breaking-death-toll-from-benue-herdsmenfarmers-clashes-reaches-80/
,,"January 9, 2018","January 8, 2018",Logo Local Government Area of Benue State.,"JUST IN: Again, herdsmen kill two policemen in Benue",https://punchng.com/breaking-again-herdsmen-kill-two-policemen-in-benue/
,,"January 9, 2018",,,Herdsmen killings: Buhari orders IG to relocate to Benue,https://punchng.com/herdsmen-killings-buhari-orders-ig-to-relocate-to-benue/
,,"January 9, 2018",,,How can FG tame killer herdsmen,https://punchng.com/how-can-fg-tame-killer-herdsmen/
,,"January 8, 2018",,,"Herdsmen attacks: Prevail on your husband to act, Benue women tell Aisha Buhari",https://punchng.com/herdsmen-attacks-prevail-on-your-husband-to-act-benue-women-tell-aisha-buhari/
,,"January 7, 2018",,,59 victims of herdsmen attack in Benue for burial Thursday,https://punchng.com/breaking-59-victims-of-herdsmen-attack-in-benue-for-burial-thursday/
,,"January 7, 2018",,,"2019: Nigerians say no to Buhari’s re-election bid …cite herdsmen killings, others as reasons",https://punchng.com/2019-nigerians-say-no-to-buharis-re-election-bid/
,,"January 7, 2018",,Utonkon in Ado LGA (Benue),Final-year student killed by herdsmen,https://punchng.com/final-year-student-killed-by-herdsmen/
,,"January 7, 2018",,,Buhari should caution herdsmen in his local language — Okeowo,https://punchng.com/buhari-should-caution-herdsmen-in-his-local-language-okeowo/
,,"January 7, 2018",,Logo Local Government Area of Benue State,Herdsmen kill 10 in fresh Benue attacks,https://punchng.com/herdsmen-kill-10-in-fresh-benue-attacks/
,,"January 7, 2018",,,Fulani herdsmen tainting Buhari’s administration —ex-IYC leader,https://punchng.com/fulani-herdsmen-tainting-buharis-administration-ex-iyc-leader/
,,"January 5, 2018",,Akure South Local Government Area of Ondo State,"Herdsmen kill woman, destroy 200 acre farms in Ondo",https://punchng.com/herdsmen-kill-woman-destroy-200-acre-farms-in-ondo/
,,"January 5, 2018",,Awe Local Government Area of Nasarawa State,Fleeing herdsmen allegedly kill Nasarawa farmers,https://punchng.com/fleeing-herdsmen-allegedly-kill-nasarawa-farmers/
,,"January 4, 2018",,,"Handle herdsmen attacks like Boko Haram, civil society tells Buhari ",https://punchng.com/handle-herdsmen-attacks-like-boko-haram-civil-society-tells-buhari/
,,"January 4, 2018",,,Buhari treating herdsmen with kid gloves,https://punchng.com/buhari-treating-herdsmen-with-kid-gloves/
,,"January 3, 2018",,,PHOTOS: Benue youths in violent protest over herdsmen’s killing,https://punchng.com/photos-benue-youths-in-violent-protest-over-herdsmens-killing/
,,"January 3, 2018",,,Herdsmen killing: Benue youths protest,https://punchng.com/benue-youths-protest-killings/
,,"January 3, 2018","January 1, 2018",Guma and Logo Local Government Areas,"Herdsmen kill 20, burn houses in fresh Benue attacks",https://punchng.com/herdsmen-kill-20-burn-houses-in-fresh-benue-attacks/
,,"January 2, 2018","January 1, 2019",Guma and Logo Local Government Areas,"Herdsmen kill 20, injure 30 in Benue – Ortom",https://punchng.com/herdsmen-kill-20-injure-30-in-benue-ortom/
,,,,,,
,,"December 31, 2017",,,Herdsmen caused havoc in Yorubaland this year — Afenifere,https://punchng.com/herdsmen-caused-havoc-in-yorubaland-this-year-afenifere/
,,"December 27, 2017",,,"Obiano vows to expose herdsmen, who killed farmer",https://punchng.com/obiano-vows-to-expose-herdsmen-who-killed-farmer/
,,"December 21, 2017",,Numan and Demsa Local Government Areas of Adamawa State,Herdsmen shoot at NAF fighter jet in Adamawa,https://punchng.com/herdsmen-shoot-at-naf-fighter-jet-in-adamawa/
,,"December 20, 2017",,"Ose Local Government Area, Ondo State","Command nabs herdsmen for kidnapping kinsmen’s wife, son",https://punchng.com/command-nabs-herdsmen-for-kidnapping-kinsmens-wife-son/
,,"December 19, 2017",,"Ose Local Government Area, Ondo State","Police arrest four herdsmen for kidnapping colleague’s wife, son",https://punchng.com/police-arrest-four-herdsmen-for-kidnapping-colleagues-wife-son/
,,"December 16, 2017",,,NDA investigates cadets who give uniforms to Fulani herdsmen,https://punchng.com/nda-investigates-cadets-who-give-uniforms-to-fulani-herdsmen/
,,"December 15, 2017",,,End herdsmen-farmers’ crisis with technology – Ex-VC,https://punchng.com/end-herdsmen-farmers-crisis-with-technology-ex-vc/
,,"December 14, 2017",,"Oke-Odo, Oja-Odan, Ogun State",Police nab three herdsmen with AK-49 rifle,https://punchng.com/police-nab-three-herdsmen-with-ak-49-rifle/
,,"December 14, 2017",,,Ending farmers-herdsmen conflicts,https://punchng.com/ending-farmers-herdsmen-conflicts/
,,"December 13, 2017","December 9, 2017","Jankwe community, Obi Local Government Area of Nasarawa State",One dies in Nasarawa herdsmen/farmers clash,https://punchng.com/one-dies-in-nasarawa-herdsmenfarmers-clash/
,," December 12, 2017",,,Herdsmen: Bayelsa Assembly moves to outlaw open grazing,https://punchng.com/herdsmen-bayelsa-assembly-moves-to-outlaw-open-grazing/
,,"December 11, 2017",,,"Farmers, herdsmen’ clashes: Osinbajo meets Sanusi, other Fulani leaders ",https://punchng.com/breaking-osinbajo-meets-sanusi-others-inside-aso-rock/
,,"December 10, 2017","December 8, 2017","Omala in Kigi East and Omi in Yagba West local council, Kogi State.","Herdsmen invade Kogi community, kill 10 farmers",https://punchng.com/herdsmen-invade-kogi-community-kill-10-farmers/
,,"December 9, 2017",,,Bayelsa funds transfer of herdsmen’s corpses to North,https://punchng.com/bayelsa-funds-transfer-of-herdsmens-corpses-to-north/
,,"December 8, 2017",,,"Surrender illegal firearms, Niger urges herdsmen, farmers",https://punchng.com/surrender-illegal-firearms-niger-urges-herdsmen-farmers/
,,"December 6, 2017","December 5, 2017",Odukpani Local Government Area of Cross River State,Residents flee home as herdsmen invade Cross River community,https://punchng.com/residents-flee-home-as-herdsmen-invade-cross-river-community/
,,"December 6, 2017",,"Olokoro, in the Umuahia South Local Government Area of Abia State",Suspected herdsmen destroy journalist’s cassava farm in Abia,https://punchng.com/suspected-herdsmen-destroy-journalists-cassava-farm-in-abia/
,,"December 6, 2017",,,"Herdsmen attacks: 300 youths, market women storm Plateau assembly",https://punchng.com/herdsmen-attacks-300-youths-market-women-storm-plateau-assembly/
,,"December 4, 2017","December 4, 2017",,"Suspected herdsmen ambush, kill six police officers in Adamawa",https://punchng.com/suspected-herdsmen-ambush-kill-six-police-officers-in-adamawa/
,,"December 4, 2017",,,"‘Osun has resolved 5,000 herdsmen, farmers’ clashes’",https://punchng.com/osun-has-resolved-5000-herdsmen-farmers-clashes/
,,"November 26, 2017",,,IG moves to end farmers/herdsmen clashes in Adamawa,https://punchng.com/ig-moves-to-end-farmersherdsmen-clashes-in-adamawa/
,,"November 25, 2017",,,Herdsmen attacks: 500 still missing in Benue –Group,https://punchng.com/herdsmen-attacks-500-still-missing-in-benue-group/
,,"November 23, 2017","November 20, 2017",Safere and Kodomti villages in Numan Local Government Area of Adamawa State,"27 die in Adamawa herdsmen, farmers’ clash",https://punchng.com/27-die-in-adamawa-herdsmen-farmers-clash/
,,"November 22, 2017",,,"Farmers, herdsmen clash kills  30 in Adamawa",https://punchng.com/breaking-farmers-herdsmen-clashes-kill-30-in-adamawa/
,,"November 20, 2017",, Yewa North Local Government Area of Ogun State,Ogun monarch laments attacks by herdsmen,https://punchng.com/ogun-monarch-laments-attacks-by-herdsmen/
,,"November 18, 2017",,,"Anambra election: [VIDEO] Herdsmen defy movement restriction, invade major roads",https://punchng.com/anambra-election-video-herdsmen-defy-movement-restriction-invade-major-roads/
,,"November 18, 2017",,,Anxiety as displaced herdsmen make Nasarawa new home,https://punchng.com/anxiety-as-displaced-herdsmen-make-nasarawa-new-home/
,,"November 14, 2017",,Guma Local Government area of the state,Police arrest four herdsmen for alleged attempt to rape two women,https://punchng.com/police-arrest-four-herdsmen-for-alleged-attempt-to-rape-two-women/
,,"November 14, 2017",,,Plateau killings: Rep wants herdsmen treated as Boko Haram members,https://punchng.com/plateau-killings-rep-wants-herdsmen-treated-as-bharam-members/
,,"November 11, 2017",,,"Herdsmen crisis: Oyo, Ogun, Ondo, four others move to enact anti-open grazing law",https://punchng.com/herdsmen-crisis-oyo-ogun-ondo-four-others-move-to-enact-anti-open-grazing-law/
,,"November 10, 2017",,,"[UPDATED] CAN advises FG on herdsmen/farmers’ clash, others",https://punchng.com/updated-can-advises-fg-on-herdsmenfarmers-clash-others/
,,"November 10, 2017",,Awe Local Government Area,"One killed as Nasarawa farmers, Fulani herdsmen clash again",https://punchng.com/one-killed-as-nasarawa-farmers-fulani-herdsmen-clash-again/
,,"November 8, 2017","November 7, 2017","Ugala, Yala Local Government Area of Cross River State","Herdsmen demand head, body parts of slain colleague",https://punchng.com/herdsmen-demand-head-body-parts-of-slain-colleague/
,,"November 8, 2017",,,Herdsmen: Is Benue’s anti-open grazing law a right step?,https://punchng.com/herdsmen-is-benues-anti-open-grazing-law-a-right-step/
,,"November 6, 2017","October 23, 2017",Obada Oko area of Abeokuta,"Herdsmen kill, bury colleague in Ogun",https://punchng.com/herdsmen-kill-bury-colleague-in-ogun/
,," November 5, 2017",,,"Anti-open grazing law, solution to herdsmen attacks — Benue",https://punchng.com/anti-open-grazing-law-solution-to-herdsmen-attacks-benue/
,,"November 5, 2017",,,Ortom’s aides using anti-open grazing law to send Fulani away from Benue – Herdsmen,https://punchng.com/ortoms-aides-using-anti-open-grazing-law-to-send-fulani-away-from-benue-herdsmen/
,,"November 4, 2017",,,Benue anti-grazing law: Herdsmen to move 10 million cows to Nasarawa,https://punchng.com/benue-anti-grazing-law-herdsmen-to-move-10-million-cows-to-nasarawa/
,,"November 3, 2017",,,"Grazing bill: Herdsmen attack Benue, URCC knocks Miyetti Allah",https://punchng.com/grazing-bill-herdsmen-attack-benue-urcc-knocks-miyetti-allah/
,,"October 31, 2017",,,"Convert Sambisa Forest to grazing land for herdsmen, Benue youths tell FG",https://punchng.com/convert-sambisa-forest-to-grazing-land-for-herdsmen-benue-youths-tell-fg/
,,"October 31, 2017",,,"Nigeria loses $13.7bn to farmers, herdsmen conflicts yearly –Abdulsalami",https://punchng.com/nigeria-loses-13-7bn-to-farmers-herdsmen-conflicts-yearly-abdulsalami/
,,"October 30, 2017",,,Groups allege plot by Fulani herdsmen to attack Benue,https://punchng.com/groups-allege-plot-by-fulani-herdsmen-to-attack-benue/
,,"October 28, 2017",,,"Herdsmen attacks: 36,500 Plateau, Benue IDPs rebuild houses",https://punchng.com/herdsmen-attacks-36500-plateau-benue-idps-rebuild-houses/
,,"October 28, 2017",,,"Herdsmen attacks: Pathetic lives, touching stories of Nigerian local farmers",https://punchng.com/herdsmen-attacks-pathetic-lives-touching-stories-of-nigerian-local-farmers/
,,"October 27, 2017",,,"Herdsmen attacks: ‘75 killed, 13,726 displaced in Plateau’",https://punchng.com/herdsmen-attacks-75-killed-13726-displaced-in-plateau/
,,"October 27, 2017",,,"N95bn lost to herdsmen, farmers’ clashes in 4 years, says Ortom",https://punchng.com/n95bn-lost-to-herdsmen-farmers-clashes-in-4-years-says-ortom/
,,"October 22, 2017",,,Strange elements have infiltrated Fulani herdsmen in Plateau – Dariye,https://punchng.com/strange-elements-have-infiltrated-fulani-herdsmen-in-plateau-dariye/
,,"October 18, 2017",,,"Ortom reports herdsmen to Buhari, backs President’s re-election",https://punchng.com/ortom-reports-herdsmen-to-buhari-backs-presidents-re-election/
,,"October 18, 2017",,,"Herdsmen attacks: Plateau youths write Buhari, say over 100 killed",https://punchng.com/herdsmen-attacks-plateau-youths-write-buhari-say-over-100-killed/
,,"October 17, 2017",,,"Despite curfew, suspected Fulani herdsmen kill 27 in fresh Plateau attack",https://punchng.com/fulani-herdsmen-defy-curfew-kill-27-in-plateau-attack/
,,"October 16, 2017","October 14, 2017","Taagbe village, near Kent Academy in the Bassa LGA.","Six killed, houses burnt as Fulani herdsmen defy Plateau curfew",https://punchng.com/six-killed-houses-burnt-as-fulani-herdsmen-defy-plateau-curfew/
,,"October 16, 2017",,,"Fulani herdsmen, farmers sign peace accord in Nasarawa",https://punchng.com/fulani-herdsmen-farmers-sign-peace-accord-in-nasarawa/
,,"October 15, 2017",,,How Lam Adesina averted tribal war when Buhari made a case for herdsmen — Olaosebikan,https://punchng.com/how-lam-adesina-averted-tribal-war-when-buhari-made-a-case-for-herdsmen-olaosebikan/
,,"October 9, 2017",,,"Declare killer herdsmen terrorists, HURIWA tells Buhari",https://punchng.com/declare-killer-herdsmen-terrorists-huriwa-tells-buhari/
,,"September 24, 2017",,,"Tiv farmers, Fulani herdsmen hold peace talks",https://punchng.com/tiv-farmers-fulani-herdsmen-hold-peace-talks/
,,"September 17, 2017",,,"Herdsmen still disturbing me, says Falae",https://punchng.com/falae-laments-herdsmens-attacks/
,,"September 12, 2017",,"Adekunle Ajasin University, Akungba-Akoko, Ondo State","Fulani herdsmen invade Ondo varsity’s farm, destroy crops",https://punchng.com/fulani-herdsmen-invade-ondo-varsitys-farm-destroy-crops/
,,"September 12, 2018",,"Adekunle Ajasin University, Akungba-Akoko, Ondo State","Herdsmen invade varsity’s farm, destroy crops",https://punchng.com/herdsmen-invade-varsitys-farm-destroy-crops/
,,"September 11, 2017",,,"Herdsmen invade Ondo varsity’s farm, destroy crops",https://punchng.com/herdsmen-invade-ondo-varsitys-farm-destroy-crops/
,," September 9, 2017",,,Community leader cautions herdsmen against grazing on farmlands,https://punchng.com/community-leader-cautions-herdsmen-against-grazing-on-farmlands/
,,"September 9, 2017",,,LG bans herdsmen’s night festivities,https://punchng.com/lg-bans-herdsmens-night-festivities/
,," September 9, 2018",,,"We’ll find solution to farmers, herdsmen crisis – Ogbeh",https://punchng.com/well-find-solution-to-farmers-herdsmen-crisis-ogbeh/
,,"September 8, 2017",,,"We’ll find lasting solution to farmers, herdsmen crisis – Ogbeh",https://punchng.com/well-find-lasting-solution-to-farmers-herdsmen-crisis-ogbeh/
,,"September 4, 2017",,,Herdsmen: Ondo monarch laments incessant attacks on farmers,https://punchng.com/herdsmen-ondo-monarch-laments-incessant-attacks-on-farmers/
,,"September 2, 2017",,"Oben community, Orhionmwon Local Government Area of Edo State.",Suspected herdsmen kill father of 12 in Edo,https://punchng.com/suspected-herdsmen-kill-father-of-12-in-edo/
,,"August 31, 2017",,Akure North Local Government Area of Ondo State,"Herdsmen attack Falae’s farm again, destroy crops",https://punchng.com/herdsmen-attack-falaes-farm-again-destroy-crops/
,,"August 30, 2017",,Ilado village in the Akure North Local Government Area of Ondo State,"Herdsmen attack Falae’s farm again, destroy multi-million naira crops",https://punchng.com/herdsmen-attack-falaes-farm-again-destroy-multi-million-naira-crops/
,,"August 27, 2017",,,"Herdsmen: Defend yourselves, Middle Belt youths tell residents",https://punchng.com/herdsmen-defend-yourselves-middle-belt-youths-tell-residents/
,,"August 24, 2017",,Odigbo Local Government Area of Ondo State,Herdsmen rape 72-year-old woman,https://punchng.com/herdsmen-rape-72-year-old-woman/
,,"August 23, 2017",,Odigbo Local Government Area of Ondo State,Herdsmen rape 72-year-old woman in Ondo,https://punchng.com/herdsmen-rape-72-year-old-woman-in-ondo/
,,"August 21, 2017",,,Buhari’s return: Fulani herdsmen threaten to sue Fayose,https://punchng.com/buharis-return-fulani-herdsmen-threaten-to-sue-fayose/
,,"August 19, 2017",,,Benue governor distances self from quit notice on herdsmen,https://punchng.com/benue-governor-distances-self-from-quit-notice-on-herdsmen/
,,"August 19, 2017",,,"Quit notice: Herdsmen won’t leave Middle Belt, says Miyetti Allah",https://punchng.com/quit-notice-herdsmen-wont-leave-middle-belt-says-miyetti-allah/
,,"August 17, 2017","August 17, 2017",Owerri West Local Government Area of Imo State,"Herdsmen invade Imo community, destroy multi-million naira crops",https://punchng.com/herdsmen-invade-imo-community-destroy-multi-million-naira-crops/
,,"August 8, 2017",,,Herdsmen drag Benue govt to court over anti grazing law,https://punchng.com/herdsmen-drag-benue-govt-to-court-over-anti-grazing-law/
,,"August 8, 2017","August 3, 2017","Ore, in the Odigbo Local Government Area of Ondo State.",Police arrest four herdsmen over killing of Ondo farmer,https://punchng.com/police-arrest-four-herdsmen-over-killing-of-ondo-farmer/
,,"August 7, 2017","August 3, 2018","Ore, in the Odigbo Local Government Area of Ondo State.",Police arrest four herdsmen over killing of farmer in Ondo,https://punchng.com/police-arrest-four-herdsmen-over-killing-of-farmer-in-ondo/
,,"August 7, 2017","August 4, 2018",Jere and Bwari on the outskirts of the Federal Capital Territory,"Fulani herdsmen kidnap ECWA Director, demand N100m ransom",https://punchng.com/fulani-herdsmen-kidnap-ecwa-director-demand-n100m-ransom/
,,"August 6, 2017",,,Herdsmen planning more attacks —Ortom,https://punchng.com/herdsmen-planning-more-attacks-ortom/
,,"August 6, 2017",,,Herdsmen attack: Church urges Ekweremadu to fulfill promise,https://punchng.com/herdsmen-attack-church-urges-ekweremadu-to-fulfill-promise/
,,"August 6, 2017",,,Killing fields: How herdsmen attacks on farmers threaten Nigeria’s food security,https://punchng.com/killing-fields-how-herdsmen-attacks-on-farmers-threaten-nigerias-food-security/
,,"July 30, 2017",,,"LG autonomy: ploy to destroy cultural democracy, grab land for herdsmen – Afenifere",https://punchng.com/lg-autonomy-ploy-to-destroy-cultural-democracy-grab-land-for-herdsmen-afenifere/
,,"July 30, 2017",,,Herdsmen lobby northern govs over grazing bill,https://punchng.com/herdsmen-lobby-northern-govs-over-grazing-bill/
,,"July 21, 2017","July 16, 2017","Kajuru village, 50 kilometres (30 miles) outside the city of Kaduna State","Herdsmen, farmers clashes kill 33 in Kaduna",https://punchng.com/herdsmen-farmers-clashes-kill-33-in-kaduna/
,,"July 20, 2017",,,Herdsmen attacks: Benue law offers sensible model,https://punchng.com/herdsmen-attacks-benue-law-offers-sensible-model/
,,"July 18, 2017",,,"UniAbuja wants herdsmen banned from campus, hostels",https://punchng.com/uniabuja-wants-herdsmen-banned-from-campus-hostels/
,,"July 16, 2017",,,"Yoruba, Igbo, N’Delta, Middle Belt leaders unite against Fulani herdsmen",https://punchng.com/yoruba-igbo-ndelta-middle-belt-leaders-unite-against-fulani-herdsmen/
,,"July 16, 2017","July 15, 2017","Kadara and Gwari communities in Kajuru Local Government Area, Kaduna State",Four herdsmen killed in Kaduna attack,https://punchng.com/four-herdsmen-killed-in-kaduna-attack/
,,"July 15, 2017",,,"Herdsmen attack: Taraba group writes Osinbajo, hires 10 SANs",https://punchng.com/herdsmen-attack-taraba-group-writes-osinbajo-hires-10-sans/
,," July 12, 2017",,,Herdsmen convert Abuja stadium into grazing field,https://punchng.com/herdsmen-convert-abuja-stadium-into-grazing-field/
,,"July 10, 2017","July 8, 2017", Kaduna-Abuja highway,"Herdsmen kidnap NHIS auditor, police arrest 17",https://punchng.com/herdsmen-kidnap-nhis-auditor-police-arrest-17/
,,"July 10, 2017",,,Edo donates N2m to victims of herdsmen attack,https://punchng.com/edo-donates-n2m-to-victims-of-herdsmen-attack/
,," July 8, 2017",,,"Herdsmen attacks: Benue lost 6,000 lives in four years -Tiv youths",https://punchng.com/herdsmen-attacks-benue-lost-6000-lives-in-four-years-tiv-youths/
,," July 6, 2017",,,"Herdsmen: Kill grazing bill, group tells Edo Assembly",https://punchng.com/herdsmen-kill-grazing-bill-group-tells-edo-assembly/
,,"July 6, 2017",,,"Herdsmen killed 1,878 Benue people in three years –Ortom",https://punchng.com/herdsmen-killed-1878-benue-people-in-three-years-ortom/
,,"July 6, 2017",,,"FG inaugurates committee to end farmers, herdsmen clashes",https://punchng.com/fg-inaugurates-committee-to-end-farmers-herdsmen-clashes/
,,"July 3, 2017",,,Nasarawa lawmaker laments herdsmen/farmers crisis,https://punchng.com/nasarawa-lawmaker-laments-herdsmenfarmers-crisis/
,,"July 3, 2017",,,"Anger over FG’s handling of fresh herdsmen, farmers’ clashes",https://punchng.com/anger-over-fgs-handling-of-fresh-herdsmen-farmers-clashes/
,,"July 1, 2017",,,"Grazing bill: Embrace ranching or leave Benue, Ortom tells herdsmen",https://punchng.com/grazing-bill-embrace-ranching-or-leave-benue-ortom-tells-herdsmen/
,,"July 1, 2017",,,DSS probes source of herdsmen’s weapons,https://punchng.com/dss-probes-source-of-herdsmens-weapons/
,,"June 28, 2017",,,Umahi seeks justice for Ebonyi indigene killed by herdsmen in Akure prosecuted,https://punchng.com/umahi-seeks-justice-for-ebonyi-indigene-killed-by-herdsmen-in-akure-prosecuted/
,,"June 26, 2017",,,"Probe killer herdsmen’s sources of weapons, Sultan tells FG",https://punchng.com/probe-killer-herdsmens-sources-of-weapons-sultan-tells-fg/
,,"June 26, 2017",,,"Gombe emir tackles farmers, herdsmen crisis",https://punchng.com/gombe-emir-tackles-farmers-herdsmen-crisis/
,,"June 25, 2017",,,Herdsmen attacks: probe source of weapons-Sultan,https://punchng.com/herdsmen-attacks-probe-source-of-weapons-sultan/
,,"June 24, 2017",,,Taraba gov denies ordering herdsmen’s killing,https://punchng.com/taraba-gov-denies-ordering-herdsmens-killing/
,,"June 24, 2017",,,Taraba crisis: Ishaku tackles senator on Fulani herdsmen,https://punchng.com/taraba-crisis-ishaku-tackles-senator-on-fulani-herdsmen/
,,"June 23, 2017",,,Herdsmen on trial for raping siblings,https://punchng.com/herdsmen-on-trial-for-raping-siblings/
,,"June 22, 2017",,,"[BREAKING] Middle Belt leaders in crucial meeting over agitations, herdsmen attacks",https://punchng.com/breaking-middle-belt-leaders-in-crucial-meeting-over-agitations-herdsmen-attacks/
,,"June 22, 2017","June 21, 2017","Ekpoma, Esan South-West Local Government Area of Edo State.","Suspected herdsmen rape, behead pregnant woman",https://punchng.com/suspected-herdsmen-rape-behead-pregnant-woman/
,," June 21, 2017",,,Plateau youths want Fulani herdsmen to pay tax,https://punchng.com/plateau-youths-want-fulani-herdsmen-to-pay-tax/
,,"June 20, 2017",,"Kajola Village, in the Akure North Local Government Area of Ondo State.","Again, herdsmen invade Falae’s farm, attack policemen",https://punchng.com/herdsmen-attack-policemen-in-falaes-farm-2/
,,"June 19, 2017","June 15, 2017","Kajola Village, Akure North Local Government Area of Ondo State",Herdsmen attack policemen in Falae’s farm ,https://punchng.com/herdsmen-attack-policemen-in-falaes-farm/
,,"June 19, 2017",,,Edo farmers lament herdsmen attacks,https://punchng.com/edo-farmers-lament-herdsmen-attacks/
,,"June 17, 2017",,,"Don’t spare errant herdsmen, Kattey urges FG",https://punchng.com/dont-spare-errant-herdsmen-kattey-urges-fg/
,,"June 17, 2017",,,"Abia community petitions IGP, alleges planned attack by herdsmen",https://punchng.com/abia-community-petitions-igp-alleges-planned-attack-by-herdsmen/
,,"June 16, 2017",,,"Prosecute killer herdsmen, CAN tells FG",https://punchng.com/prosecute-killer-herdsmen-can-tells-fg/
,,"June 15, 2017",,,Reps demand military squad to stop killer herdsmen,https://punchng.com/reps-demand-military-squad-to-stop-killer-herdsmen/
,,"June 15, 2017",,,Fulani herdsmen threatening me over anti-grazing law – Ortom,https://punchng.com/fulani-herdsmen-threatening-me-over-anti-grazing-law-ortom/
,,"June 8, 2017","June 6, 2017",Ohovbe Primary School in Ikpoba-Okha Local Government Area of Edo,Herdsmen invade Edo school,https://punchng.com/herdsmen-invade-edo-school/
,," June 5, 2017",,,Herdsmen: Fayose demands full presidential power for Osinbanjo,https://punchng.com/herdsmen-fayose-demands-full-presidential-power-for-osibanjo/
,," June 4, 2017",,,Christians may avenge herdsmen attacks – CAN,https://punchng.com/christians-may-avenge-herdsmen-attacks-can/
,," June 4, 2017",,,"Killer herdsmen: IG, govs move to curb menace",https://punchng.com/killer-herdsmen-ig-govs-move-to-curb-menace/
,,"June 2, 2017",,,Edo killer herdsmen are fleeing B’Haram terrorists –Obaseki,https://punchng.com/edo-killer-herdsmen-are-fleeing-bharam-terrorists-obaseki/
,,"June 1, 2017",,,Killer herdsmen in Edo are fleeing Boko Haram terrorists – Obaseki,https://punchng.com/killer-herdsmen-in-edo-are-fleeing-boko-haram-terrorists-obaseki/
,,"June 1, 2017",,,Killer herdsmen transforming into another Boko Haram – Senators,https://punchng.com/killer-herdsmen-transforming-into-another-bharam-senators/
,,"May 31, 2017",,,Herdsmen turning into another Boko Haram – Senators,https://punchng.com/herdsmen-turning-into-another-boko-haram-senators/
